OrderID,Order Date,Customer Age,Customer Gender,Product Category,Product Name,Quantity,Unit Price,Region,Sales
39,2025-01-09,18.0,Male,Clothing,Cotton T-Shirt,2,821.81,North,1643.62
40,2024-09-11,39.0,Female,Home & Kitchen,Vacuum Flask,2,1408.58,West,2817.16
41,2024-04-14,27.0,Male,Clothing,Formal Shirt,4,915.97,South,3663.88
42,2024-04-01,37.0,Female,Electronics,Power Bank,4,1669.83,West,6679.32
43,2024-10-12,28.0,Female,Electronics,Smartwatch,3,4143.55,North,12430.65
44,2024-07-26,37.0,Female,Home & Kitchen,Non-stick Pan,1,1490.79,Central,1490.79
45,2025-01-12,23.0,Male,Home & Kitchen,Vacuum Flask,1,1103.02,Central,1103.02
46,2024-10-06,34.0,Female,Beauty,Lipstick Set,2,841.64,East,1683.28
47,2024-03-29,34.0,Female,Sports,Yoga Mat,2,1681.25,West,3362.5
48,2024-08-26,37.0,Female,Home & Kitchen,Table Lamp,1,1743.54,North,1743.54
49,2025-03-29,16.0,Male,Sports,Dumbbell Set,2,1794.04,East,3588.08
50,2025-04-04,28.0,Male,Clothing,Winter Hoodie,2,843.91,North,1687.82
51,2025-03-20,24.0,Male,Electronics,Laptop Sleeve,3,2900.27,North,8700.81
52,2025-07-04,16.0,Female,Clothing,Running Shoes,1,884.68,South,884.68
53,2025-06-13,43.0,Male,Clothing,Formal Shirt,1,864.93,North,864.93
54,2025-03-19,41.0,Female,Beauty,Sunscreen,2,821.49,North,1642.98
55,2025-03-07,43.0,Male,Home & Kitchen,Blender,1,1479.1,East,1479.1
56,2024-12-12,24.0,Male,Clothing,Denim Jacket,1,809.31,Central,809.31
57,2025-03-21,40.0,Female,Electronics,Smartwatch,1,3852.68,East,3852.68
58,2024-07-18,30.0,Female,Clothing,Formal Shirt,1,841.08,South,841.08
59,2024-10-01,55.0,Male,Home & Kitchen,Table Lamp,1,2098.95,West,2098.95
60,2025-10-01,50.0,Female,Electronics,Laptop Sleeve,3,2752.21,Central,8256.63
61,2025-02-03,40.0,Male,Electronics,Smartwatch,1,2724.39,North,2724.39
62,2025-03-03,29.0,Female,Beauty,Hair Dryer,2,938.01,West,1876.02
63,2025-03-16,37.0,Female,Home & Kitchen,Non-stick Pan,3,1090.31,West,3270.93
64,2024-10-08,24.0,Male,Clothing,Winter Hoodie,2,840.9,West,1681.8
65,2025-01-18,29.0,Male,Electronics,Bluetooth Speaker,1,4229.58,South,4229.58
66,2025-01-23,26.0,Male,Beauty,Lipstick Set,2,458.61,South,917.22
67,2024-05-21,41.0,Female,Home & Kitchen,Blender,3,1438.29,Central,4314.87
68,2024-05-27,28.0,Male,Beauty,Lipstick Set,1,596.49,North,596.49
69,2024-08-29,27.0,Male,Beauty,Face Serum,1,824.04,South,824.04
70,2024-04-06,45.0,Male,Clothing,Denim Jacket,1,586.68,South,586.68
71,2025-01-17,26.0,Female,Electronics,Wireless Earbuds,1,3068.37,North,3068.37
72,2024-09-10,36.0,Female,Sports,Cycling Helmet,1,1442.17,East,1442.17
73,2025-06-08,43.0,Male,Clothing,Running Shoes,1,889.48,North,889.48
74,2024-03-22,62.0,Male,Electronics,Bluetooth Speaker,1,1460.54,East,1460.54
75,2025-02-24,30.0,Female,Sports,Football,3,1450.07,North,4350.21
76,2025-11-04,20.0,Male,Clothing,Cotton T-Shirt,3,1369.11,East,4107.33
77,2024-11-28,35.0,Female,Electronics,Laptop Sleeve,1,4201.32,East,4201.32
78,2024-07-01,35.0,Female,Electronics,Bluetooth Speaker,1,1831.87,East,1831.87
79,2025-08-18,28.0,Male,Electronics,Laptop Sleeve,2,3641.49,North,7282.98
80,2024-08-31,16.0,Female,Sports,Cricket Bat,3,2005.75,North,6017.25
81,2024-06-03,43.0,Female,Electronics,Smartwatch,3,3021.97,East,9065.91
82,2024-11-03,38.0,Male,Sports,Cycling Helmet,3,912.18,South,2736.54
83,2024-10-16,40.0,Male,Clothing,Denim Jacket,3,1380.46,East,4141.38
84,2025-03-31,41.0,Female,Clothing,Winter Hoodie,4,1412.14,West,5648.56
85,2024-12-23,35.0,Female,Home & Kitchen,Non-stick Pan,2,1760.02,East,3520.04
86,2024-11-08,48.0,Female,Clothing,Formal Shirt,2,913.42,West,1826.84
87,2024-01-17,31.0,Female,Clothing,Winter Hoodie,2,836.3,West,1672.6
88,2024-07-07,29.0,Female,Clothing,Cotton T-Shirt,1,903.39,North,903.39
89,2024-09-03,16.0,Female,Electronics,Laptop Sleeve,3,1212.31,South,3636.93
90,2025-02-16,32.0,Female,Electronics,Bluetooth Speaker,1,2234.08,Central,2234.08
91,2024-09-08,40.0,Male,Clothing,Formal Shirt,3,962.9,North,2888.7
92,2025-01-22,49.0,Female,Clothing,Denim Jacket,4,1232.39,North,4929.56
93,2024-04-04,30.0,Male,Beauty,Perfume,1,802.4,Central,802.4
94,2025-01-09,31.0,Female,Sports,Football,1,1519.71,Central,1519.71
95,2025-01-16,28.0,Female,Electronics,Power Bank,2,4150.71,East,8301.42
96,2025-07-22,37.0,Male,Electronics,Smartwatch,1,2820.68,Central,2820.68
97,2024-10-19,38.0,Female,Sports,Yoga Mat,2,1658.69,East,3317.38
98,2024-10-30,50.0,Male,Electronics,Laptop Sleeve,2,3271.96,West,6543.92
99,2024-11-10,29.0,Male,Home & Kitchen,Blender,4,1465.31,West,5861.24
100,2025-04-22,27.0,Female,Electronics,Bluetooth Speaker,2,4728.64,South,9457.28
101,2025-02-05,28.0,Female,Beauty,Hair Dryer,1,721.5,South,721.5
102,2024-04-12,40.0,Female,Electronics,Power Bank,1,3108.33,South,3108.33
103,2025-01-10,41.0,Female,Electronics,Smartwatch,1,3522.21,East,3522.21
104,2025-03-10,48.0,Male,Home & Kitchen,Storage Rack,3,1624.95,North,4874.85
105,2025-07-08,16.0,Male,Sports,Cricket Bat,2,1746.2,North,3492.4
106,2025-07-07,26.0,Male,Home & Kitchen,Vacuum Flask,1,1339.44,East,1339.44
107,2024-12-03,34.0,Female,Clothing,Formal Shirt,1,873.2,North,873.2
108,2025-10-31,25.0,Male,Clothing,Cotton T-Shirt,1,907.48,East,907.48
109,2025-01-29,50.0,Male,Home & Kitchen,Blender,2,1916.55,Central,3833.1
110,2024-06-14,36.0,Male,Sports,Football,3,2126.96,West,6380.88
111,2025-08-15,45.0,Male,Home & Kitchen,Blender,1,854.85,West,854.85
112,2024-05-31,40.0,Female,Sports,Cycling Helmet,1,1148.87,North,1148.87
113,2024-09-26,42.0,Female,Electronics,Wireless Earbuds,3,4307.55,East,12922.65
114,2024-02-11,43.0,Male,Home & Kitchen,Table Lamp,3,1339.58,East,4018.74
115,2025-10-12,17.0,Female,Sports,Football,2,2262.8,South,4525.6
116,2024-08-12,36.0,Female,Clothing,Formal Shirt,1,419.32,North,419.32
117,2025-06-11,27.0,Male,Clothing,Denim Jacket,2,616.01,Central,1232.02
118,2025-09-11,17.0,Female,Clothing,Cotton T-Shirt,2,642.08,South,1284.16
119,2024-12-24,27.0,Male,Home & Kitchen,Non-stick Pan,1,1285.59,East,1285.59
120,2024-05-01,42.0,Male,Sports,Cycling Helmet,1,2286.3,East,2286.3
121,2024-04-05,39.0,Male,Home & Kitchen,Blender,1,1143.56,West,1143.56
122,2024-12-20,37.0,Female,Electronics,Laptop Sleeve,3,2878.37,Central,8635.11
123,2024-09-21,29.0,Female,Home & Kitchen,Vacuum Flask,2,1680.86,West,3361.72
124,2025-06-03,29.0,Male,Electronics,Wireless Earbuds,1,3831.92,South,3831.92
125,2025-03-12,30.0,Male,Home & Kitchen,Vacuum Flask,1,856.55,South,856.55
126,2025-07-24,35.0,Male,Electronics,Smartwatch,1,1895.46,South,1895.46
127,2024-07-12,50.0,Male,Home & Kitchen,Blender,3,984.66,East,2953.98
128,2024-06-26,37.0,Female,Electronics,Laptop Sleeve,2,3983.11,East,7966.22
129,2024-06-15,49.0,Female,Electronics,Power Bank,2,3377.83,North,6755.66
130,2024-11-16,22.0,Male,Home & Kitchen,Table Lamp,2,2187.66,Central,4375.32
131,2025-06-12,26.0,Female,Beauty,Face Serum,1,795.43,East,795.43
132,2025-03-29,47.0,Female,Home & Kitchen,Non-stick Pan,1,1558.74,South,1558.74
133,2025-08-09,16.0,Female,Clothing,Formal Shirt,2,785.92,North,1571.84
134,2024-02-19,46.0,Male,Clothing,Running Shoes,1,885.05,South,885.05
135,2025-05-09,40.0,Female,Clothing,Winter Hoodie,2,1179.28,South,2358.56
136,2024-08-25,34.0,Male,Clothing,Cotton T-Shirt,1,1082.6,West,1082.6
137,2025-05-04,18.0,Male,Electronics,Bluetooth Speaker,2,2772.87,Central,5545.74
138,2025-08-31,45.0,Female,Sports,Football,2,1719.22,North,3438.44
139,2024-11-26,39.0,Male,Electronics,Power Bank,4,1731.04,East,6924.16
140,2024-09-06,16.0,Female,Home & Kitchen,Table Lamp,1,1710.26,West,1710.26
141,2024-06-11,48.0,Female,Home & Kitchen,Table Lamp,1,1037.2,West,1037.2
142,2024-03-31,44.0,Female,Beauty,Face Serum,3,566.11,West,1698.33
143,2025-02-28,32.0,Female,Home & Kitchen,Blender,1,1071.23,North,1071.23
144,2025-02-24,32.0,Female,Home & Kitchen,Storage Rack,1,1973.82,South,1973.82
145,2024-11-11,44.0,Female,Clothing,Denim Jacket,1,585.6,East,585.6
146,2024-08-16,42.0,Female,Clothing,Formal Shirt,1,1078.6,North,1078.6
147,2025-07-17,45.0,Female,Clothing,Running Shoes,1,585.98,West,585.98
148,2024-10-14,33.0,Male,Electronics,Laptop Sleeve,1,2245.55,West,2245.55
149,2025-03-23,25.0,Female,Clothing,Denim Jacket,1,1019.22,West,1019.22
150,2024-08-28,51.0,Male,Electronics,Wireless Earbuds,3,4241.39,East,12724.17
151,2025-07-08,48.0,Male,Electronics,Power Bank,2,2558.01,South,5116.02
152,2024-12-28,25.0,Female,Beauty,Hair Dryer,2,811.86,South,1623.72
153,2025-01-03,41.0,Male,Electronics,Wireless Earbuds,1,2953.16,East,2953.16
154,2025-04-21,31.0,Male,Electronics,Laptop Sleeve,1,3645.46,South,3645.46
155,2024-08-27,33.0,Female,Clothing,Winter Hoodie,2,873.82,West,1747.64
156,2025-09-27,51.0,Male,Clothing,Denim Jacket,4,1038.47,North,4153.88
157,2025-10-03,33.0,Male,Clothing,Running Shoes,2,665.93,South,1331.86
158,2024-03-21,41.0,Male,Beauty,Face Serum,3,859.58,East,2578.74
159,2025-01-25,45.0,Female,Electronics,Wireless Earbuds,3,2165.17,West,6495.51
160,2025-07-30,21.0,Male,Home & Kitchen,Blender,2,892.55,South,1785.1
161,2025-04-17,24.0,Male,Sports,Cycling Helmet,1,1757.56,North,1757.56
162,2025-05-10,37.0,Male,Electronics,Power Bank,1,2769.85,West,2769.85
163,2025-01-04,25.0,Female,Electronics,Bluetooth Speaker,2,3564.07,Central,7128.14
164,2024-01-10,32.0,Female,Electronics,Power Bank,1,3133.86,West,3133.86
165,2024-11-02,43.0,Female,Sports,Football,1,1940.04,North,1940.04
166,2025-03-28,39.0,Male,Home & Kitchen,Blender,3,841.85,East,2525.55
167,2024-11-20,23.0,Female,Electronics,Power Bank,1,2400.55,Central,2400.55
168,2024-11-18,45.0,Male,Clothing,Cotton T-Shirt,1,834.96,South,834.96
169,2025-10-21,39.0,Female,Beauty,Lipstick Set,1,672.44,East,672.44
170,2025-02-02,16.0,Male,Sports,Cycling Helmet,4,1057.37,North,4229.48
171,2025-03-20,45.0,Female,Electronics,Bluetooth Speaker,1,4731.77,East,4731.77
172,2024-02-04,40.0,Male,Home & Kitchen,Blender,1,1716.38,East,1716.38
173,2024-07-19,42.0,Male,Beauty,Lipstick Set,1,779.26,North,779.26
174,2024-09-04,33.0,Female,Home & Kitchen,Storage Rack,2,1709.09,East,3418.18
175,2024-05-03,26.0,Male,Electronics,Power Bank,1,4216.5,South,4216.5
176,2025-06-30,39.0,Female,Home & Kitchen,Blender,3,1307.06,North,3921.18
177,2025-01-25,46.0,Female,Electronics,Laptop Sleeve,4,2512.53,East,10050.12
178,2025-06-11,20.0,Female,Electronics,Laptop Sleeve,3,2780.8,South,8342.4
179,2025-04-10,24.0,Female,Clothing,Cotton T-Shirt,2,686.46,Central,1372.92
180,2024-05-06,56.0,Female,Home & Kitchen,Vacuum Flask,1,1000.25,West,1000.25
181,2024-07-09,39.0,Female,Beauty,Hair Dryer,2,584.66,South,1169.32
182,2024-09-17,28.0,Female,Home & Kitchen,Storage Rack,2,1910.28,South,3820.56
183,2024-04-21,23.0,Male,Beauty,Sunscreen,2,628.45,Central,1256.9
184,2025-07-12,26.0,Female,Home & Kitchen,Table Lamp,1,1535.88,West,1535.88
185,2024-05-05,26.0,Female,Home & Kitchen,Storage Rack,3,1518.83,North,4556.49
186,2024-04-16,52.0,Female,Electronics,Wireless Earbuds,1,3960.25,North,3960.25
187,2024-07-18,43.0,Male,Electronics,Laptop Sleeve,2,4688.55,South,9377.1
188,2025-02-24,,Male,Clothing,Formal Shirt,1,520.12,West,520.12
189,2024-12-31,46.0,Male,Home & Kitchen,Blender,2,1890.55,South,3781.1
190,2025-02-05,36.0,Male,Beauty,Hair Dryer,1,548.82,South,548.82
191,2024-10-23,59.0,Male,Clothing,Cotton T-Shirt,1,816.38,East,816.38
192,2025-03-12,32.0,Male,Home & Kitchen,Vacuum Flask,1,1532.07,North,1532.07
193,2025-11-07,17.0,Male,Home & Kitchen,Vacuum Flask,2,1152.06,South,2304.12
194,2025-09-05,38.0,Male,Sports,Cycling Helmet,4,1875.15,West,7500.6
195,2025-03-16,30.0,Male,Beauty,Face Serum,1,505.68,West,505.68
196,2025-08-17,44.0,Female,Electronics,Bluetooth Speaker,2,3385.89,North,6771.78
197,2025-07-28,54.0,Male,Electronics,Power Bank,3,3453.55,North,10360.65
198,2025-06-24,43.0,Male,Clothing,Formal Shirt,2,1061.86,West,2123.72
199,2024-09-28,39.0,Male,Electronics,Laptop Sleeve,1,4396.81,Central,4396.81
200,2025-03-26,31.0,Female,Electronics,Smartwatch,1,2315.44,South,2315.44
201,2024-02-03,36.0,Female,Electronics,Laptop Sleeve,2,2507.59,East,5015.18
202,2024-07-24,38.0,Male,Beauty,Sunscreen,1,654.54,North,654.54
203,2024-08-29,30.0,Male,Electronics,Smartwatch,1,3648.74,Central,3648.74
204,2024-12-11,16.0,Male,Clothing,Winter Hoodie,1,1575.32,South,1575.32
205,2024-11-25,42.0,Female,Beauty,Hair Dryer,1,328.36,North,328.36
206,2024-07-18,28.0,Male,Clothing,Cotton T-Shirt,1,1415.11,East,1415.11
207,2024-11-09,30.0,Female,Electronics,Smartwatch,1,4615.29,South,4615.29
208,2025-02-04,16.0,Female,Sports,Football,2,1861.48,East,3722.96
209,2025-01-28,41.0,Female,Home & Kitchen,Table Lamp,1,1582.39,Central,1582.39
210,2024-03-28,24.0,Female,Electronics,Wireless Earbuds,1,3778.16,Central,3778.16
211,2024-07-20,26.0,Female,Electronics,Smartwatch,3,2484.52,North,7453.56
212,2024-07-08,38.0,Female,Sports,Dumbbell Set,3,1343.41,West,4030.23
213,2024-10-07,16.0,Male,Home & Kitchen,Non-stick Pan,1,825.91,South,825.91
214,2025-04-20,37.0,Female,Electronics,Power Bank,3,2627.27,South,7881.81
215,2025-03-26,31.0,Male,Clothing,Cotton T-Shirt,1,1147.0,East,1147.0
216,2025-06-16,45.0,Female,Electronics,Wireless Earbuds,2,3090.57,East,6181.14
217,2025-08-12,34.0,Female,Home & Kitchen,Blender,2,995.53,South,1991.06
218,2025-06-30,33.0,Male,Clothing,Cotton T-Shirt,1,950.05,South,950.05
219,2024-10-03,16.0,Female,Beauty,Lipstick Set,2,478.89,West,957.78
220,2024-10-26,27.0,Male,Electronics,Bluetooth Speaker,3,3528.38,West,10585.14
221,2024-06-22,34.0,Male,Sports,Yoga Mat,1,2081.55,East,2081.55
222,2024-10-20,29.0,Female,Electronics,Smartwatch,1,2943.93,North,2943.93
223,2025-05-21,30.0,Female,Home & Kitchen,Vacuum Flask,2,1342.45,North,2684.9
224,2025-07-14,31.0,Female,Electronics,Laptop Sleeve,3,2398.25,South,7194.75
225,2024-06-07,45.0,Female,Home & Kitchen,Storage Rack,2,1385.41,East,2770.82
226,2024-10-08,16.0,Male,Sports,Cricket Bat,1,1323.35,West,1323.35
227,2024-08-22,35.0,Female,Electronics,Wireless Earbuds,1,3240.71,East,3240.71
228,2024-12-22,35.0,Female,Clothing,Winter Hoodie,1,985.61,Central,985.61
229,2025-05-21,48.0,Female,Electronics,Power Bank,1,2706.91,North,2706.91
230,2025-08-17,31.0,Female,Beauty,Sunscreen,3,787.89,West,2363.67
231,2024-05-07,47.0,Female,Electronics,Wireless Earbuds,1,2640.84,Central,2640.84
232,2024-05-26,33.0,Female,Home & Kitchen,Blender,3,1733.79,North,5201.37
233,2024-08-17,37.0,Male,Sports,Dumbbell Set,4,1619.18,East,6476.72
234,2025-02-23,43.0,Female,Home & Kitchen,Blender,1,1063.48,West,1063.48
235,2024-07-12,40.0,Male,Electronics,Bluetooth Speaker,1,2199.67,West,2199.67
236,2024-12-26,17.0,Female,Beauty,Hair Dryer,1,1218.08,West,1218.08
237,2025-03-31,,Male,Electronics,Smartwatch,4,4195.75,West,16783.0
238,2024-05-10,41.0,Female,Sports,Dumbbell Set,1,1437.19,East,1437.19
239,2024-06-11,28.0,Female,Clothing,Running Shoes,1,1287.31,Central,1287.31
240,2024-05-19,41.0,Male,Home & Kitchen,Vacuum Flask,1,1403.9,West,1403.9
241,2025-01-18,33.0,Male,Beauty,Perfume,1,551.77,Central,551.77
242,2025-07-04,47.0,Female,Clothing,Formal Shirt,1,706.99,East,706.99
243,2025-06-11,27.0,Female,Clothing,Formal Shirt,3,1059.74,West,3179.22
244,2025-04-14,16.0,Female,Electronics,Bluetooth Speaker,4,2744.49,West,10977.96
245,2025-09-07,30.0,Male,Electronics,Wireless Earbuds,1,3055.2,Central,3055.2
246,2025-04-21,38.0,Female,Clothing,Cotton T-Shirt,4,688.71,East,2754.84
247,2024-11-04,36.0,Female,Sports,Yoga Mat,3,245.27,West,735.81
248,2024-10-04,32.0,Male,Electronics,Smartwatch,1,4673.98,Central,4673.98
249,2024-04-22,45.0,Male,Beauty,Hair Dryer,3,509.8,West,1529.4
250,2025-06-18,20.0,Male,Home & Kitchen,Table Lamp,1,1226.29,Central,1226.29
251,2025-01-16,32.0,Female,Clothing,Winter Hoodie,1,544.5,West,544.5
252,2024-08-19,38.0,Male,Home & Kitchen,Table Lamp,1,1341.17,East,1341.17
253,2025-04-01,24.0,Female,Sports,Yoga Mat,1,2280.61,South,2280.61
254,2024-08-17,32.0,Female,Clothing,Cotton T-Shirt,3,696.65,East,2089.95
255,2024-06-19,21.0,Female,Electronics,Bluetooth Speaker,2,2281.39,Central,4562.78
256,2025-03-14,40.0,Male,Sports,Dumbbell Set,1,1802.83,North,1802.83
257,2025-07-06,29.0,Female,Home & Kitchen,Vacuum Flask,1,831.76,Central,831.76
258,2024-11-23,36.0,Female,Electronics,Bluetooth Speaker,3,2941.74,East,8825.22
259,2025-08-13,37.0,Female,Sports,Football,1,1875.88,North,1875.88
260,2025-04-29,16.0,Male,Electronics,Wireless Earbuds,2,1698.05,Central,3396.1
261,2025-10-19,35.0,Male,Clothing,Winter Hoodie,2,999.11,South,1998.22
262,2025-09-16,31.0,Female,Sports,Cricket Bat,2,1047.58,South,2095.16
263,2025-10-06,50.0,Female,Beauty,Lipstick Set,1,668.46,North,668.46
264,2024-09-03,50.0,Female,Home & Kitchen,Vacuum Flask,1,1047.72,West,1047.72
265,2025-01-26,31.0,Female,Beauty,Sunscreen,1,776.71,West,776.71
266,2025-01-09,31.0,Female,Electronics,Laptop Sleeve,3,1424.56,East,4273.68
267,2024-08-02,21.0,Female,Electronics,Laptop Sleeve,1,3331.72,North,3331.72
268,2025-02-01,30.0,Male,Home & Kitchen,Vacuum Flask,1,2010.62,North,2010.62
269,2025-07-02,47.0,Female,Electronics,Wireless Earbuds,1,2792.22,Central,2792.22
270,2024-04-07,16.0,Female,Clothing,Denim Jacket,1,1042.53,West,1042.53
271,2024-09-26,22.0,Female,Home & Kitchen,Vacuum Flask,4,1397.37,West,5589.48
272,2024-09-02,31.0,Female,Beauty,Perfume,1,702.04,Central,702.04
273,2024-12-29,46.0,Male,Beauty,Face Serum,1,713.24,North,713.24
274,2024-10-02,24.0,Male,Sports,Cycling Helmet,1,1520.61,East,1520.61
275,2024-08-08,25.0,Female,Electronics,Power Bank,1,3227.31,East,3227.31
276,2024-08-30,41.0,Female,Beauty,Sunscreen,1,857.17,North,857.17
277,2024-06-28,16.0,Female,Beauty,Perfume,1,555.9,West,555.9
278,2025-05-25,37.0,Female,Electronics,Smartwatch,3,3623.07,East,10869.21
279,2024-08-03,25.0,Female,Home & Kitchen,Storage Rack,1,1489.69,North,1489.69
280,2025-06-13,24.0,Female,Home & Kitchen,Blender,1,1715.8,West,1715.8
281,2025-05-28,40.0,Male,Beauty,Face Serum,1,739.9,East,739.9
282,2024-05-30,23.0,Male,Electronics,Laptop Sleeve,1,3807.64,North,3807.64
283,2025-04-30,41.0,Female,Electronics,Laptop Sleeve,2,1948.16,South,3896.32
284,2025-01-26,46.0,Female,Sports,Cycling Helmet,1,1857.85,Central,1857.85
285,2025-02-18,30.0,Male,Sports,Cricket Bat,3,1136.1,North,3408.3
286,2025-08-10,32.0,Male,Clothing,Cotton T-Shirt,1,854.83,South,854.83
287,2024-09-06,41.0,Female,Electronics,Laptop Sleeve,1,2806.29,South,2806.29
288,2025-03-06,34.0,Female,Home & Kitchen,Table Lamp,1,374.87,West,374.87
289,2025-03-05,51.0,Female,Clothing,Cotton T-Shirt,2,1104.94,South,2209.88
290,2025-04-05,51.0,Female,Electronics,Bluetooth Speaker,2,3473.87,West,6947.74
291,2024-11-24,29.0,Female,Sports,Cricket Bat,1,1719.91,West,1719.91
292,2024-10-09,38.0,Female,Electronics,Bluetooth Speaker,2,3409.01,North,6818.02
293,2024-10-03,31.0,Male,Beauty,Face Serum,3,662.15,Central,1986.45
294,2024-11-17,32.0,Male,Beauty,Lipstick Set,1,528.68,North,528.68
295,2024-06-18,18.0,Male,Electronics,Laptop Sleeve,1,2812.76,Central,2812.76
296,2024-04-09,16.0,Female,Electronics,Power Bank,1,2895.81,West,2895.81
297,2024-10-23,33.0,Male,Electronics,Bluetooth Speaker,1,2396.76,West,2396.76
298,2024-06-28,29.0,Female,Electronics,Bluetooth Speaker,2,4512.93,West,9025.86
299,2025-04-08,54.0,Female,Sports,Yoga Mat,2,1459.18,North,2918.36
300,2024-11-21,53.0,Female,Beauty,Sunscreen,3,655.16,Central,1965.48
301,2024-07-28,27.0,Male,Clothing,Winter Hoodie,2,672.65,North,1345.3
302,2025-08-21,47.0,Female,Beauty,Perfume,1,801.5,South,801.5
303,2024-03-10,48.0,Male,Sports,Yoga Mat,2,2506.87,South,5013.74
304,2025-09-07,26.0,Female,Electronics,Power Bank,3,2990.64,East,8971.92
305,2024-05-08,32.0,Female,Clothing,Denim Jacket,2,1094.22,East,2188.44
306,2025-08-27,29.0,Female,Home & Kitchen,Vacuum Flask,1,1628.73,South,1628.73
307,2025-09-15,36.0,Male,Sports,Yoga Mat,2,1479.4,North,2958.8
308,2024-10-30,41.0,Female,Clothing,Cotton T-Shirt,1,1035.13,South,1035.13
309,2025-09-26,23.0,Male,Electronics,Laptop Sleeve,1,3088.57,North,3088.57
310,2024-12-18,37.0,Male,Home & Kitchen,Table Lamp,4,1801.41,South,7205.64
311,2025-11-13,26.0,Male,Sports,Football,2,1831.6,West,3663.2
312,2025-01-04,21.0,Female,Electronics,Wireless Earbuds,1,2276.24,East,2276.24
313,2025-08-16,31.0,Female,Clothing,Cotton T-Shirt,1,1152.78,South,1152.78
314,2025-07-13,28.0,Male,Beauty,Lipstick Set,1,746.51,East,746.51
315,2025-08-19,18.0,Male,Beauty,Perfume,1,693.88,North,693.88
316,2025-10-08,25.0,Female,Home & Kitchen,Non-stick Pan,1,1465.96,Central,1465.96
317,2025-06-08,35.0,Female,Electronics,Smartwatch,1,2470.36,North,2470.36
318,2024-08-14,28.0,Female,Home & Kitchen,Storage Rack,2,1532.17,North,3064.34
319,2024-05-02,18.0,Female,Beauty,Lipstick Set,1,600.98,South,600.98
320,2025-03-06,20.0,Female,Beauty,Face Serum,1,680.83,South,680.83
321,2024-09-05,16.0,Female,Sports,Cricket Bat,1,1414.74,North,1414.74
